	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
1541	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00771	820986	821747	+	761	yclP	Petrobactin import ATP-binding protein YclP	7.2.2.-	1280pt3350_00771
1543	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00772	821866	822894	+	1028	yclQ	Petrobactin-binding protein YclQ		1280pt3350_00772
1545	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00773	823525	823211	-	314		hypothetical protein		1280pt3350_00773
1547	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00774	824466	823543	-	923	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	1.3.1.98	1280pt3350_00774
1549	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00775	825111	824593	-	518		hypothetical protein		1280pt3350_00775
1551	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00776	825231	826109	+	878		hypothetical protein		1280pt3350_00776
1553	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00777	826263	826583	+	320		hypothetical protein		1280pt3350_00777
1555	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00778	827008	828132	+	1124	garK_1	Glycerate 2-kinase	2.7.1.165	1280pt3350_00778
1557	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00779	829547	828321	-	1226	pepT_1	Peptidase T	3.4.11.4	1280pt3350_00779
1559	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00780	830055	829561	-	494		hypothetical protein		1280pt3350_00780
1561	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00781	830834	830073	-	761	yjjP	Inner membrane protein YjjP		1280pt3350_00781
1563	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00782	832100	831030	-	1070		hypothetical protein		1280pt3350_00782
1565	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00783	832418	833473	+	1055	tagO	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	2.7.8.33	1280pt3350_00783
1567	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00784	834284	833643	-	641		hypothetical protein		1280pt3350_00784
1569	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00785	834428	835294	+	866		DegV domain-containing protein		1280pt3350_00785
1571	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00786	835658	836740	+	1082	comFA	ComF operon protein 1	3.6.4.12	1280pt3350_00786
1573	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00787	836733	837407	+	674		hypothetical protein		1280pt3350_00787
1575	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00788	837468	838040	+	572	hpf	Ribosome hibernation promotion factor		1280pt3350_00788
1577	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00789	838454	840985	+	2531	secA1_1	Protein translocase subunit SecA 1		1280pt3350_00789
1579	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00790	841418	842410	+	992	prfB	Peptide chain release factor 2		1280pt3350_00790
1581	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00791	842819	843658	+	839		putative autolysin LDP	3.5.1.28	1280pt3350_00791
1583	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00792	843832	844482	+	650	yfbR	5'-deoxynucleotidase YfbR	3.1.3.89	1280pt3350_00792
1585	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00793	844479	844715	+	236		hypothetical protein		1280pt3350_00793
1587	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00794	844984	846969	+	1985	uvrB_1	UvrABC system protein B		1280pt3350_00794
1589	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00795	846977	849823	+	2846	uvrA	UvrABC system protein A		1280pt3350_00795
1591	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00796	850430	851362	+	932	hprK	HPr kinase/phosphorylase	2.7.11.-	1280pt3350_00796
1593	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00797	851368	852207	+	839	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	2.5.1.145	1280pt3350_00797
1595	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00798	852215	852700	+	485	dapH_2	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	2.3.1.89	1280pt3350_00798
1597	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00799	852708	854147	+	1439		hypothetical protein		1280pt3350_00799
1599	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00800	854214	855149	+	935	trxB	Thioredoxin reductase	1.8.1.9	1280pt3350_00800
1601	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00801	855859	856770	+	911		Nucleotide-binding protein		1280pt3350_00801
1603	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00802	856767	857762	+	995		Gluconeogenesis factor		1280pt3350_00802
1605	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00803	857872	858816	+	944	whiA	putative cell division protein WhiA		1280pt3350_00803
1607	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	tRNA	1280pt3350_00804	859202	859130	-	72		tRNA-Arg(ccg)		1280pt3350_00804
1609	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00805	859389	859976	+	587	clpP_2	ATP-dependent Clp protease proteolytic subunit	3.4.21.92	1280pt3350_00805
1611	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00806	861088	860219	-	869		Epimerase family protein		1280pt3350_00806
1613	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00807	861824	862453	+	629		hypothetical protein		1280pt3350_00807
1615	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00808	863213	864226	+	1013	cggR	Central glycolytic genes regulator		1280pt3350_00808
1617	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00809	864279	865289	+	1010	gapA1	Glyceraldehyde-3-phosphate dehydrogenase 1	1.2.1.12	1280pt3350_00809
1619	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00810	865428	866618	+	1190	pgk	Phosphoglycerate kinase	2.7.2.3	1280pt3350_00810
1621	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00811	866740	867501	+	761	tpiA	Triosephosphate isomerase	5.3.1.1	1280pt3350_00811
1623	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00812	867504	869021	+	1517	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	5.4.2.12	1280pt3350_00812
1625	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00813	869151	870455	+	1304	eno	Enolase	4.2.1.11	1280pt3350_00813
1627	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00814	870795	871253	+	458		hypothetical protein		1280pt3350_00814
1629	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00815	871320	871553	+	233	secG	putative protein-export membrane protein SecG		1280pt3350_00815
1631	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00816	871669	872409	+	740	est_2	Carboxylesterase	3.1.1.1	1280pt3350_00816
1633	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00817	872443	874815	+	2372	rnr	Ribonuclease R	3.1.13.1	1280pt3350_00817
1635	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00818	874837	875301	+	464	smpB	SsrA-binding protein		1280pt3350_00818
1637	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	tmRNA	1280pt3350_00819	875392	875750	+	358	ssrA	transfer-messenger RNA, SsrA		1280pt3350_00819
1639	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00820	876946	876623	-	323		hypothetical protein		1280pt3350_00820
1641	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00821	877865	877311	-	554		hypothetical protein		1280pt3350_00821
1643	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00822	878026	877856	-	170		hypothetical protein		1280pt3350_00822
1645	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00823	878625	879146	+	521		hypothetical protein		1280pt3350_00823
1647	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00824	879285	879815	+	530		hypothetical protein		1280pt3350_00824
1649	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00825	880078	882879	+	2801	clfA	Clumping factor A		1280pt3350_00825
1651	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00826	883100	884626	+	1526		Staphylocoagulase		1280pt3350_00826
1653	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00827	884977	885999	+	1022	ssp	Extracellular matrix protein-binding protein emp		1280pt3350_00827
1655	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00828	886334	886804	+	470		hypothetical protein		1280pt3350_00828
1657	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00829	887145	887831	+	686	nuc	Thermonuclease	3.1.31.1	1280pt3350_00829
1659	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00830	888188	888388	+	200	cspA_1	Cold shock protein CspA		1280pt3350_00830
1661	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00831	889102	888884	-	218		hypothetical protein		1280pt3350_00831
1663	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00832	889448	889164	-	284		hypothetical protein		1280pt3350_00832
1665	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00833	890105	889536	-	569		hypothetical protein		1280pt3350_00833
1667	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00834	890481	890293	-	188		hypothetical protein		1280pt3350_00834
1669	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00835	890770	890510	-	260		hypothetical protein		1280pt3350_00835
1671	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00836	891111	891314	+	203		hypothetical protein		1280pt3350_00836
1673	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00837	891547	891311	-	236		hypothetical protein		1280pt3350_00837
1675	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00838	891772	892353	+	581	pspB	Putative phosphoserine phosphatase 2	3.1.3.3	1280pt3350_00838
1677	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00839	893043	892426	-	617	argO	Arginine exporter protein ArgO		1280pt3350_00839
1679	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00840	893692	893198	-	494		hypothetical protein		1280pt3350_00840
1681	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00841	894513	894091	-	422		Organic hydroperoxide resistance protein-like protein		1280pt3350_00841
1683	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00842	894661	895377	+	716	aroD	3-dehydroquinate dehydratase	4.2.1.10	1280pt3350_00842
1685	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00843	895460	895999	+	539		hypothetical protein		1280pt3350_00843
1687	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00844	896469	896149	-	320	ydbP	Thioredoxin-like protein YdbP		1280pt3350_00844
1689	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00845	896613	896969	+	356	mgsR	Regulatory protein MgsR		1280pt3350_00845
1691	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00846	897127	897507	+	380	gcvH	Glycine cleavage system H protein		1280pt3350_00846
1693	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00847	897571	897684	+	113		hypothetical protein		1280pt3350_00847
1695	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00848	897686	898564	+	878	ywqG	putative protein YwqG		1280pt3350_00848
1697	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00849	899302	899691	+	389	rnmV_2	Ribonuclease M5	3.1.26.8	1280pt3350_00849
1699	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00850	899684	899980	+	296		hypothetical protein		1280pt3350_00850
1701	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00851	900230	901255	+	1025	metN2	Methionine import ATP-binding protein MetN 2	3.6.3.-	1280pt3350_00851
1703	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00852	901248	901943	+	695	metP_2	Methionine import system permease protein MetP		1280pt3350_00852
1705	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00853	901961	902782	+	821	metQ_2	Methionine-binding lipoprotein MetQ		1280pt3350_00853
1707	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00854	904145	902925	-	1220	xerD_2	Tyrosine recombinase XerD		1280pt3350_00854
1709	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00855	904962	904234	-	728		hypothetical protein		1280pt3350_00855
1711	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00856	905714	904986	-	728		hypothetical protein		1280pt3350_00856
1713	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00857	906215	905784	-	431		hypothetical protein		1280pt3350_00857
1715	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00858	906690	906232	-	458		hypothetical protein		1280pt3350_00858
1717	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00859	907034	906702	-	332		hypothetical protein		1280pt3350_00859
1719	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00860	907227	907490	+	263		hypothetical protein		1280pt3350_00860
1721	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00861	907483	907755	+	272		hypothetical protein		1280pt3350_00861
1723	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00862	907767	907913	+	146		hypothetical protein		1280pt3350_00862
1725	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00863	907906	908115	+	209		hypothetical protein		1280pt3350_00863
1727	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00864	908118	908438	+	320		hypothetical protein		1280pt3350_00864
1729	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00865	908502	909371	+	869		hypothetical protein		1280pt3350_00865
1731	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00866	909388	910845	+	1457		hypothetical protein		1280pt3350_00866
1733	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00867	911146	911508	+	362		hypothetical protein		1280pt3350_00867
1735	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00868	911510	911794	+	284		hypothetical protein		1280pt3350_00868
1737	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00869	911791	912432	+	641		hypothetical protein		1280pt3350_00869
1739	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00870	912949	913290	+	341		hypothetical protein		1280pt3350_00870
1741	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00871	913302	913880	+	578		hypothetical protein		1280pt3350_00871
1743	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00872	913898	914116	+	218		hypothetical protein		1280pt3350_00872
1745	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00873	914167	914694	+	527		hypothetical protein		1280pt3350_00873
1747	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00874	914697	915038	+	341		hypothetical protein		1280pt3350_00874
1749	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00875	915035	915604	+	569		hypothetical protein		1280pt3350_00875
1751	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00876	915912	916712	+	800	entB	Enterotoxin type B		1280pt3350_00876
1753	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00877	917347	916790	-	557		hypothetical protein		1280pt3350_00877
1755	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00878	917744	917872	+	128		hypothetical protein		1280pt3350_00878
1757	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00879	917943	918053	+	110		hypothetical protein		1280pt3350_00879
1759	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00880	918055	918240	+	185		hypothetical protein		1280pt3350_00880
1761	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00881	919071	919265	+	194		hypothetical protein		1280pt3350_00881
1763	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00882	920349	919498	-	851		hypothetical protein		1280pt3350_00882
1765	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00883	920677	921438	+	761	sufC	Vegetative protein 296		1280pt3350_00883
1767	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00884	921536	922843	+	1307		hypothetical protein		1280pt3350_00884
1769	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00885	922958	924199	+	1241	csd	putative cysteine desulfurase	2.8.1.7	1280pt3350_00885
1771	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00886	924189	924653	+	464	sufU	Zinc-dependent sulfurtransferase SufU	2.-.-.-	1280pt3350_00886
1773	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00887	924804	926201	+	1397		hypothetical protein		1280pt3350_00887
1775	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00888	926845	926531	-	314		hypothetical protein		1280pt3350_00888
1777	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00889	927210	928250	+	1040		hypothetical protein		1280pt3350_00889
1779	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00890	928264	929331	+	1067	nmoA	Nitronate monooxygenase	1.13.12.-	1280pt3350_00890
1781	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00891	929544	930392	+	848		hypothetical protein		1280pt3350_00891
1783	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00892	930405	931232	+	827		hypothetical protein		1280pt3350_00892
1785	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00893	931259	932578	+	1319		hypothetical protein		1280pt3350_00893
1787	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00894	932662	933579	+	917	lipA_1	Lipoyl synthase	2.8.1.8	1280pt3350_00894
1789	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00895	933709	934092	+	383		hypothetical protein		1280pt3350_00895
1791	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00896	934437	934171	-	266		hypothetical protein		1280pt3350_00896
1793	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00897	934535	934969	+	434		hypothetical protein		1280pt3350_00897
1795	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00898	934969	935748	+	779	yutF	Acid sugar phosphatase	3.1.3.-	1280pt3350_00898
1797	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00899	935781	936740	+	959	ghrB_1	Glyoxylate/hydroxypyruvate reductase B	1.1.1.79	1280pt3350_00899
1799	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00900	937152	937304	+	152		hypothetical protein		1280pt3350_00900
1801	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00901	937320	938777	+	1457	dltA	D-alanine--D-alanyl carrier protein ligase	6.2.1.54	1280pt3350_00901
1803	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00902	938774	939988	+	1214	patA	Peptidoglycan O-acetyltransferase	2.3.1.-	1280pt3350_00902
1805	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00903	940006	940242	+	236	dltC	D-alanyl carrier protein		1280pt3350_00903
1807	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00904	940239	941414	+	1175	dltD	Protein DltD		1280pt3350_00904
1809	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00905	941919	941677	-	242	nfuA	Fe/S biogenesis protein NfuA		1280pt3350_00905
1811	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00906	942020	942343	+	323		hypothetical protein		1280pt3350_00906
1813	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00907	943466	942402	-	1064	yjlD	NADH dehydrogenase-like protein YjlD	1.6.99.-	1280pt3350_00907
1815	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00908	943783	944019	+	236		hypothetical protein		1280pt3350_00908
1817	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00909	944032	944391	+	359		Protein		1280pt3350_00909
1819	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00910	944845	946053	+	1208		NADH dehydrogenase-like protein	1.6.99.-	1280pt3350_00910
1821	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00911	946184	947659	+	1475	pepA_1	Cytosol aminopeptidase	3.4.11.1	1280pt3350_00911
1823	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00912	948070	949386	+	1316		hypothetical protein		1280pt3350_00912
1825	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00913	949405	949779	+	374		Putative esterase	3.1.2.-	1280pt3350_00913
